who is the author of the book , `` the iron lady : a biography of margaret thatcher '' ?	HUM	(ROOT (SBARQ (WHNP (WP who)) (@SBARQ (SQ (VBZ is) (NP (NP (DT the) (NN author)) (PP (IN of) (NP (@NP (@NP (@NP (NP (DT the) (NN book)) (, ,)) (`` ``)) (NP (@NP (NP (DT the) (@NP (NN iron) (NN lady))) (: :)) (NP (NP (DT a) (NN biography)) (PP (IN of) (NP (NN margaret) (NN thatcher)))))) ('' ''))))) (. ?))))
1	0	but , for some reason , one of the dalai lama 's biggest and best-known fans went undetected by the roving tv crews who wanted to know how the nobel laureate beat out the other nobel nominees , where he was going next on his whirlwind , worldwide `` pilgrimage for active peace `` and what he was going to buy with his $ <num> in peace prize money .	(ROOT (S (CC but) (@S (, ,) (@S (PP (IN for) (NP (DT some) (NN reason))) (@S (, ,) (@S (NP (NP (CD one)) (PP (IN of) (NP (NP (DT the) (@NP (NN dalai) (@NP (NN lama) (POS 's)))) (@NP (ADJP (@ADJP (JJS biggest) (CC and)) (JJ best-known)) (NNS fans))))) (@S (VP (@VP (VBD went) (ADJP (JJ undetected))) (PP (IN by) (NP (NP (DT the) (@NP (VBG roving) (@NP (NN tv) (NNS crews)))) (SBAR (WHNP (WP who)) (S (VP (VBD wanted) (S (VP (TO to) (VP (VB know) (SBAR (@SBAR (SBAR (WHADVP (WRB how)) (S (NP (DT the) (@NP (JJ nobel) (NN laureate))) (@S (@S (VP (@VP (VBD beat) (PRT (RP out))) (NP (DT the) (@NP (JJ other) (@NP (JJ nobel) (NNS nominees))))) (, ,)) (SBAR (@SBAR (WHADVP (WRB where)) (S (NP (PRP he)) (VP (VBD was) (VP (@VP (VBG going) (ADVP (JJ next) (PP (IN on) (NP (PRP$ his) (@NP (JJ whirlwind) (@NP (, ,) (@NP (JJ worldwide) (@NP (`` ``) (NN pilgrimage))))))))) (PP (IN for) (NP (JJ active) (NN peace))))))) (`` ``))))) (CC and)) (SBAR (WHNP (WP what)) (S (NP (PRP he)) (VP (VBD was) (VP (VBG going) (S (VP (TO to) (VP (VB buy) (PP (IN with) (NP (NP (PRP$ his) (@NP ($ $) (CD <num>))) (PP (IN in) (NP (NN peace) (@NP (NN prize) (NN money))))))))))))))))))))))) (. .))))))))
0	0	prize worth $ <num>	(ROOT (FRAG (NP (NN prize)) (PP (JJ worth) (NP ($ $) (CD <num>)))))
0	0	the nobel prize in physics was awarded today to two americans and a west german whose work led to the atomic clock used as an international standard .	(ROOT (S (NP (NP (DT the) (@NP (JJ nobel) (NN prize))) (PP (IN in) (NP (NN physics)))) (@S (VP (VBD was) (VP (@VP (VBN awarded) (NP-TMP (NN today))) (PP (TO to) (NP (@NP (NP (CD two) (NNS americans)) (CC and)) (NP (NP (DT a) (@NP (NN west) (NN german))) (SBAR (WP$ whose) (S (NP (NN work)) (VP (VBD led) (PP (TO to) (NP (NP (DT the) (@NP (JJ atomic) (NN clock))) (VP (VBN used) (PP (IN as) (NP (DT an) (@NP (JJ international) (NN standard))))))))))))))) (. .))))
0	0	the chemistry prize went to two americans for the discovery of surprising properties of the genetic material rna .	(ROOT (S (NP (DT the) (@NP (NN chemistry) (NN prize))) (@S (VP (@VP (VBD went) (PP (TO to) (NP (CD two) (NNS americans)))) (PP (IN for) (NP (NP (DT the) (NN discovery)) (PP (IN of) (NP (NP (JJ surprising) (NNS properties)) (PP (IN of) (NP (DT the) (@NP (JJ genetic) (@NP (NN material) (NN rna)))))))))) (. .))))
0	0	the nobel prize in chemistry is shared by thomas cech , <num> , of the university of colorado , and sidney altman , <num> , of yale university .	(ROOT (S (NP (NP (DT the) (@NP (JJ nobel) (NN prize))) (PP (IN in) (NP (NN chemistry)))) (@S (VP (VBZ is) (VP (VBN shared) (PP (IN by) (NP (NP (NNS thomas)) (SBAR (S (VP (@VP (@VP (@VP (VBP cech) (, ,)) (VBP <num>)) (, ,)) (PP (IN of) (NP (@NP (@NP (NP (NP (DT the) (NN university)) (PP (IN of) (NP (NN colorado)))) (, ,)) (CC and)) (NP (NP (@NP (@NP (NP (NN sidney) (NN altman)) (, ,)) (NP (NN <num>))) (, ,)) (PP (IN of) (NP (NN yale) (NN university))))))))))))) (. .))))
0	0	half the physics prize will go to ramsey , <num> .	(ROOT (S (NP (PDT half) (@NP (DT the) (@NP (NN physics) (NN prize)))) (@S (VP (MD will) (VP (VB go) (PP (TO to) (NP (@NP (NP (NN ramsey)) (, ,)) (NP (NN <num>)))))) (. .))))
0	0	americans have shared or won the chemistry prize <num> times among the <num> times it has been awarded since <num> .	(ROOT (S (NP (NNS americans)) (@S (VP (VBP have) (VP (@VP (VP (VBN shared)) (CC or)) (VP (@VP (VBN won) (NP (DT the) (@NP (NN chemistry) (NN prize)))) (NP (NP (JJ <num>) (NNS times)) (PP (IN among) (NP (NP (DT the) (@NP (JJ <num>) (NNS times))) (SBAR (S (NP (PRP it)) (VP (VBZ has) (VP (VBN been) (VP (VBN awarded) (PP (IN since) (NP (NN <num>)))))))))))))) (. .))))
0	0	fifty-two of the <num> recipients of the physics prize have been americans .	(ROOT (S (NP (NP (CD fifty-two)) (PP (IN of) (NP (NP (DT the) (@NP (NN <num>) (NNS recipients))) (PP (IN of) (NP (DT the) (@NP (NN physics) (NN prize))))))) (@S (VP (VBP have) (VP (VBN been) (NP (NNS americans)))) (. .))))
0	0	he went unrecognized by the dozens of reporters on hand for the dalai lama 's first lhasang , or mountain blessing , since the tibetan god/king won the <num> nobel peace prize <num> days ago .	(ROOT (S (NP (PRP he)) (@S (VP (@VP (@VP (@VP (@VP (VBD went) (NP (JJ unrecognized))) (PP (IN by) (NP (NP (DT the) (NNS dozens)) (PP (IN of) (NP (NNS reporters)))))) (PP (IN on) (NP (@NP (@NP (NP (NP (NN hand)) (PP (IN for) (NP (NP (DT the) (@NP (NN dalai) (@NP (NN lama) (POS 's)))) (@NP (JJ first) (NN lhasang))))) (, ,)) (CC or)) (NP (NN mountain) (NN blessing))))) (, ,)) (SBAR (IN since) (S (NP (NP (DT the) (NN tibetan)) (VP (VBG god/king))) (VP (@VP (VBD won) (NP (DT the) (@NP (JJ <num>) (@NP (JJ nobel) (@NP (NN peace) (NN prize)))))) (ADVP (NP (NN <num>) (NNS days)) (RB ago)))))) (. .))))
0	0	but he took full advantage of the hoards of minicams and shotgun microphones aimed at him tuesday during the first u.s. stop in his `` pilgrimage for active peace , '' organized by buddhist leader tai situpa xii .	(ROOT (S (CC but) (@S (NP (PRP he)) (@S (VP (VBD took) (NP (NP (JJ full) (NN advantage)) (PP (IN of) (NP (NP (DT the) (NNS hoards)) (PP (IN of) (NP (@NP (@NP (@NP (NP (NNS minicams) (@NP (CC and) (@NP (NN shotgun) (NNS microphones)))) (VP (@VP (@VP (VBN aimed) (PP (IN at) (NP (PRP him)))) (NP-TMP (NNP tuesday))) (PP (IN during) (NP (NP (DT the) (@NP (JJ first) (@NP (JJ u.s.) (NN stop)))) (PP (IN in) (NP (NP (PRP$ his) (@NP (`` ``) (NN pilgrimage))) (PP (IN for) (NP (JJ active) (NN peace))))))))) (, ,)) ('' '')) (VP (VBN organized) (PP (IN by) (NP (JJ buddhist) (@NP (NN leader) (@NP (NN tai) (@NP (NN situpa) (NN xii))))))))))))) (. .)))))
0	0	upon his arrival by helicopter for the lhasang ceremony , the pacific grin never left the nobel laureate 's face .	(ROOT (S (PP (PP (IN upon) (NP (PRP$ his) (NN arrival))) (PP (IN by) (NP (NP (NN helicopter)) (PP (IN for) (NP (DT the) (@NP (NN lhasang) (NN ceremony))))))) (@S (, ,) (@S (NP (DT the) (@NP (JJ pacific) (NN grin))) (@S (ADVP (RB never)) (@S (VP (VBD left) (NP (NP (DT the) (@NP (JJ nobel) (@NP (NN laureate) (POS 's)))) (NN face))) (. .)))))))
0	0	since his elevation by the nobel committee and , subsequently , the media , to the instant international status of peace prize winner , he has become a very different kind of god/ king .	(ROOT (S (PP (IN since) (NP (NP (PRP$ his) (NN elevation)) (PP (PP (IN by) (NP (DT the) (@NP (JJ nobel) (NN committee)))) (PRN (CC and) (@PRN (, ,) (@PRN (ADVP (RB subsequently)) (@PRN (, ,) (NP (@NP (NP (DT the) (NNS media)) (, ,)) (PP (TO to) (NP (NP (DT the) (@NP (JJ instant) (@NP (JJ international) (NN status)))) (PP (IN of) (NP (NN peace) (@NP (NN prize) (NN winner)))))))))))))) (@S (, ,) (@S (NP (PRP he)) (@S (VP (VBZ has) (VP (VBN become) (NP (NP (DT a) (@NP (ADJP (RB very) (JJ different)) (NN kind))) (PP (IN of) (NP (NP (NN god)) (PRN (: /) (NP (NN king)))))))) (. .))))))
0	0	when he agreed to take a break from filming at disney studios and accompany the new nobel laureate on his pilgrimage , gere had planned to use his celebrity to help the dalai lama past the worst of the predatory press .	(ROOT (S (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBD agreed) (S (VP (TO to) (VP (@VP (VP (@VP (VB take) (NP (DT a) (NN break))) (PP (IN from) (S (VP (VBG filming) (PP (IN at) (NP (NN disney) (NNS studios))))))) (CC and)) (VP (@VP (VB accompany) (NP (DT the) (@NP (JJ new) (@NP (JJ nobel) (NN laureate))))) (PP (IN on) (NP (PRP$ his) (NN pilgrimage)))))))))) (@S (, ,) (@S (NP (NN gere)) (@S (VP (VBD had) (VP (VBN planned) (S (VP (TO to) (VP (VB use) (NP (PRP$ his) (@NP (NN celebrity) (S (VP (TO to) (VP (@VP (VB help) (NP (DT the) (@NP (NN dalai) (NN lama)))) (PP (IN past) (NP (NP (DT the) (JJS worst)) (PP (IN of) (NP (DT the) (@NP (JJ predatory) (NN press)))))))))))))))) (. .))))))

what does the peugeot company manufacture ?	ENTY	(ROOT (SBARQ (WHNP (WP what)) (@SBARQ (SQ (@SQ (VBZ does) (NP (DT the) (@NP (NN peugeot) (NN company)))) (VP (VB manufacture))) (. ?))))
1	0	france 's peugeot will deliver diesel motors for these trucks .	(ROOT (S (NP (NP (NN france) (POS 's)) (NN peugeot)) (@S (VP (MD will) (VP (@VP (VB deliver) (NP (NN diesel) (NNS motors))) (PP (IN for) (NP (DT these) (NNS trucks))))) (. .))))
1	0	a few cable lengths distant from the pyramids , peugeot opened the doors of its cairo plant to the press on <num> january , for the launching of its `` made in egypt `` <num> .	(ROOT (S (NP (NP (DT a) (@NP (JJ few) (@NP (NN cable) (NNS lengths)))) (ADJP (JJ distant) (PP (IN from) (NP (@NP (NP (DT the) (NNS pyramids)) (, ,)) (NP (NN peugeot)))))) (@S (VP (@VP (@VP (@VP (@VP (@VP (VBD opened) (NP (NP (DT the) (NNS doors)) (PP (IN of) (NP (PRP$ its) (@NP (NN cairo) (NN plant)))))) (PP (TO to) (NP (DT the) (NN press)))) (PP (IN on) (NP (NN <num>)))) (NP-TMP (NNP january))) (, ,)) (PP (IN for) (NP (NP (DT the) (NN launching)) (PP (IN of) (NP (@NP (NP (PRP$ its)) (`` ``)) (VP (@VP (@VP (VBN made) (PP (IN in) (ADJP (JJ egypt)))) (`` ``)) (NP (NN <num>)))))))) (. .))))
1	0	by <num> , peugeot aims to capture some <num> percent of the egyptian market for personal automobiles .	(ROOT (S (PP (IN by) (NP (NN <num>))) (@S (, ,) (@S (NP (NN peugeot)) (@S (VP (VBZ aims) (S (VP (TO to) (VP (VB capture) (NP (NP (DT some) (@NP (JJ <num>) (NN percent))) (PP (IN of) (NP (NP (DT the) (@NP (JJ egyptian) (NN market))) (PP (IN for) (NP (JJ personal) (NNS automobiles)))))))))) (. .))))))
1	0	peugeot is increasing the capacity of its canton plant , with plans calling for a capacity of <num> vehicles by <num> .	(ROOT (S (NP (NN peugeot)) (@S (VP (VBZ is) (VP (@VP (@VP (VBG increasing) (NP (NP (DT the) (NN capacity)) (PP (IN of) (NP (PRP$ its) (@NP (NN canton) (NN plant)))))) (, ,)) (PP (IN with) (NP (NP (NNS plans)) (VP (@VP (VBG calling) (PP (IN for) (NP (NP (DT a) (NN capacity)) (PP (IN of) (NP (JJ <num>) (NNS vehicles)))))) (PP (IN by) (NP (NN <num>)))))))) (. .))))
1	0	a basic agreement has been signed for the building of a second ultramodern plant capable of manufacturing <num> peugeot <num> sedans annually by the year <num> .	(ROOT (S (NP (DT a) (@NP (JJ basic) (NN agreement))) (@S (VP (VBZ has) (VP (VBN been) (VP (VBN signed) (PP (IN for) (NP (NP (DT the) (NN building)) (PP (IN of) (NP (NP (DT a) (@NP (JJ second) (@NP (JJ ultramodern) (NN plant)))) (ADJP (JJ capable) (PP (IN of) (S (VP (@VP (@VP (VBG manufacturing) (NP (NN <num>) (@NP (NN peugeot) (@NP (NN <num>) (NNS sedans))))) (ADVP (RB annually))) (PP (IN by) (NP (DT the) (@NP (NN year) (NN <num>))))))))))))))) (. .))))
1	0	in india , peugeot plans to produce <num> peugeot <num> sedans annually , near bombay , beginning around the end of <num> .	(ROOT (S (PP (IN in) (NP (NN india))) (@S (, ,) (@S (S (NP (NN peugeot) (NNS plans)) (VP (TO to) (VP (@VP (@VP (@VP (@VP (@VP (VB produce) (NP (NN <num>) (@NP (NN peugeot) (@NP (NN <num>) (NNS sedans))))) (ADVP (RB annually))) (, ,)) (PP (IN near) (NP (NN bombay)))) (, ,)) (PP (VBG beginning) (PP (IN around) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (NN <num>))))))))) (. .)))))
1	0	peugeot talbot , the uk subsidiary of peugeot , the french car maker , reported an <num> per cent decline in pre-tax profits from a record pounds 123m to pounds 109m in <num> .	(ROOT (S (NP (@NP (@NP (NP (NN peugeot) (NN talbot)) (, ,)) (NP (NP (DT the) (@NP (NN uk) (NN subsidiary))) (PP (IN of) (NP (@NP (NP (NN peugeot)) (, ,)) (NP (DT the) (@NP (JJ french) (@NP (NN car) (NN maker)))))))) (, ,)) (@S (VP (VBD reported) (SBAR (S (NP (NP (DT an) (NN <num>)) (PP (IN per) (NP (NP (NN cent) (NN decline)) (PP (IN in) (NP (NP (JJ pre-tax) (NNS profits)) (PP (IN from) (NP (DT a) (@NP (NN record) (NNS pounds))))))))) (VP (@VP (@VP (VBP 123m) (PP (TO to) (NP (NNS pounds)))) (ADVP (RB 109m))) (PP (IN in) (NP (NN <num>))))))) (. .))))
1	0	output rose by <num> per cent last year to <num> vehicles , the highest level achieved by the ryton plant since <num> .	(ROOT (S (NP (NN output)) (@S (VP (@VP (@VP (VBD rose) (PP (IN by) (NP (NP (NN <num>)) (PP (IN per) (NP (NN cent)))))) (NP-TMP (JJ last) (NN year))) (S (VP (TO to) (VP (VB <num>) (NP (@NP (NP (NNS vehicles)) (, ,)) (NP (NP (DT the) (@NP (JJS highest) (NN level))) (VP (VBN achieved) (PP (IN by) (NP (NP (DT the) (@NP (NN ryton) (NN plant))) (PP (IN since) (NP (NN <num>)))))))))))) (. .))))
1	0	importantly the company disclosed yesterday that it would revert to producing two model ranges at the ryton assembly plant from mid-1992 , when it adds production of a new lower-medium segment car to the existing peugeot <num> range .	(ROOT (SINV (ADVP (RB importantly) (NP (DT the) (NN company))) (@SINV (@SINV (VP (@VP (VBD disclosed) (NP-TMP (NN yesterday))) (SBAR (IN that) (S (NP (PRP it)) (VP (MD would) (VP (VB revert) (PP (TO to) (S (VP (VBG producing) (SBAR (S (NP (CD two) (NN model)) (VP (VBZ ranges) (PP (IN at) (NP (DT the) (@NP (NN ryton) (NN assembly))))))))))))))) (NP (@NP (@NP (NP (NN plant)) (PP (IN from) (NP (NN mid-1992)))) (, ,)) (SBAR (WHADVP (WRB when)) (S (NP (PRP it)) (VP (VBZ adds) (NP (NP (NN production)) (PP (IN of) (NP (NP (DT a) (@NP (JJ new) (@NP (NN lower-medium) (@NP (NN segment) (NN car))))) (PP (TO to) (NP (DT the) (@NP (VBG existing) (@NP (NN peugeot) (@NP (NN <num>) (NN range)))))))))))))) (. .))))
1	0	the new range will replace the existing peugeot <num> in the european market next year .	(ROOT (S (NP (DT the) (@NP (JJ new) (NN range))) (@S (VP (MD will) (VP (VB replace) (NP (NP (DT the) (@NP (VBG existing) (@NP (NN peugeot) (NN <num>)))) (PP (IN in) (NP (NP (DT the) (@NP (JJ european) (NN market))) (PP (IN next) (NP (NN year)))))))) (. .))))
1	0	the <num> was produced at ryton from <num> to <num> , when production was switched exclusively to the <num> in order to ease capacity constraints at peugeot 's french assembly plants .	(ROOT (S (NP (DT the) (NN <num>)) (@S (VP (VBD was) (VP (@VP (@VP (@VP (@VP (VBN produced) (PP (IN at) (NP (NN ryton)))) (PP (IN from) (NP (NN <num>)))) (S (VP (TO to) (VP (VB <num>))))) (, ,)) (SBAR (WHADVP (WRB when)) (S (NP (NN production)) (VP (VBD was) (VP (@VP (@VP (VBN switched) (ADVP (RB exclusively))) (PP (TO to) (NP (DT the) (NN <num>)))) (SBAR (@SBAR (IN in) (NN order)) (S (VP (TO to) (VP (@VP (VB ease) (NP (NN capacity) (NNS constraints))) (PP (IN at) (NP (NP (NN peugeot) (POS 's)) (@NP (JJ french) (@NP (NN assembly) (NNS plants))))))))))))))) (. .))))
1	0	peugeot talbot said yesterday that car production at ryton was expected to fall by at least <num> per cent this year to about <num> in the face of declining new car demand in both the uk and continental european markets .	(ROOT (S (NP (NN peugeot) (NN talbot)) (@S (VP (@VP (VBD said) (NP-TMP (NN yesterday))) (SBAR (IN that) (S (NP (NP (NN car) (NN production)) (PP (IN at) (NP (NN ryton)))) (VP (VBD was) (VP (VBN expected) (S (VP (TO to) (VP (@VP (VB fall) (PP (IN by) (NP (UCP (ADJP (ADVP (IN at) (JJS least)) (@ADJP (JJ <num>) (PP (IN per) (NP (NP (NN cent)) (NP (DT this) (NN year)))))) (@UCP (TO to) (ADVP (IN about)))) (NN <num>)))) (PP (IN in) (NP (NP (DT the) (NN face)) (PP (IN of) (S (VP (@VP (VBG declining) (NP (JJ new) (@NP (NN car) (NN demand)))) (PP (IN in) (NP (CC both) (@NP (@NP (NP (DT the) (NN uk)) (CC and)) (NP (JJ continental) (@NP (JJ european) (NNS markets))))))))))))))))))) (. .))))
1	0	peugeot car sales in the uk last year fell by <num> per cent to <num> compared with a fall in the overall uk new car market of <num> per cent .	(ROOT (S (NP (NP (NN peugeot) (@NP (NN car) (NNS sales))) (PP (IN in) (NP (DT the) (NN uk)))) (@S (NP-TMP (JJ last) (NN year)) (@S (VP (@VP (VBD fell) (PP (IN by) (NP (NP (NN <num>)) (PP (IN per) (NP (NN cent)))))) (S (VP (TO to) (VP (VB <num>) (PP (VBN compared) (PP (IN with) (NP (NP (DT a) (NN fall)) (PP (IN in) (NP (NP (DT the) (@NP (JJ overall) (@NP (NN uk) (@NP (JJ new) (@NP (NN car) (NN market)))))) (PP (IN of) (NP (NP (NN <num>)) (PP (IN per) (NP (NN cent)))))))))))))) (. .)))))
1	0	peugeot citroen 's <num> net profit was probably 'somewhat below ' that of the previous year , mr jacques calvet , chairman of the french car maker , said yesterday , ap - dj reports .	(ROOT (S (FRAG (NP (NP (NN peugeot)) (SBAR (S (NP (NP (NN citroen) (POS 's)) (@NP (NN <num>) (@NP (NN net) (NN profit)))) (VP (@VP (@VP (@VP (VBD was) (ADVP (RB probably))) (`` `)) (ADVP (RB somewhat))) (PP (@PP (IN below) ('' ')) (NP (NP (DT that)) (PP (IN of) (NP (DT the) (@NP (JJ previous) (NN year))))))))))) (@S (, ,) (@S (@S (@S (S (NP (NN mr) (NNS jacques)) (VP (@VP (@VP (@VP (VP (VBP calvet)) (, ,)) (NP (NP (NN chairman)) (PP (IN of) (NP (DT the) (@NP (JJ french) (@NP (NN car) (NN maker))))))) (, ,)) (VP (VBD said) (NP-TMP (NN yesterday))))) (, ,)) (FRAG (X (SYM ap)) (@FRAG (: -) (NP (NN dj) (NNS reports))))) (. .)))))
1	0	massimello agrees with jean yves helmer , director in charge of the electric vehicles programme at france 's peugeot , that by the end of the decade europe overall will be providing a market of between <num> - <num> electric cars a year .	(ROOT (S (NP (NN massimello)) (@S (VP (VBZ agrees) (SBAR (IN with) (S (NP (NN jean) (NNS yves)) (VP (@VP (VBP helmer) (, ,)) (NP (NP (NN director)) (PP (IN in) (NP (NP (NN charge)) (PP (IN of) (NP (NP (DT the) (@NP (JJ electric) (@NP (NNS vehicles) (NN programme)))) (PP (IN at) (NP (@NP (NP (NP (NN france) (POS 's)) (NN peugeot)) (, ,)) (SBAR (WHNP (WDT that)) (S (PP (IN by) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (DT the) (@NP (NN decade) (NN europe)))))) (@S (ADVP (RB overall)) (VP (MD will) (VP (VB be) (VP (VBG providing) (NP (@NP (NP (NP (DT a) (NN market)) (PP (IN of) (PP (IN between) (NP (NN <num>))))) (: -)) (NP (NP (NN <num>) (@NP (JJ electric) (NNS cars))) (NP (DT a) (NN year))))))))))))))))))))) (. .))))
1	0	like peugeot , fiat stresses the financial burden of developing purpose-built evs -lrb- electric vehicles -rrb- for a market that currently does not exist .	(ROOT (S (PP (IN like) (NP (NN peugeot))) (@S (, ,) (@S (NP (NN fiat)) (@S (VP (VBZ stresses) (NP (NP (DT the) (@NP (JJ financial) (NN burden))) (PP (IN of) (S (VP (VBG developing) (S (NP (NP (JJ purpose-built) (NNS evs)) (NP (JJ -lrb-) (@NP (JJ electric) (NNS vehicles)))) (ADJP (JJ -rrb-) (PP (IN for) (NP (NP (DT a) (NN market)) (SBAR (WHNP (WDT that)) (S (ADVP (RB currently)) (VP (@VP (VBZ does) (RB not)) (VP (VB exist)))))))))))))) (. .))))))
1	0	'but at a volume of <num> - <num> units a year it becomes financially viable to develop and manufacture purpose-built electric cars , ' says panizza .	(ROOT (S (`` `) (@S (S (FRAG (CC but) (PP (IN at) (NP (@NP (NP (NP (DT a) (NN volume)) (PP (IN of) (NP (NN <num>)))) (: -)) (NP (NP (NN <num>) (NNS units)) (NP (DT a) (NN year)))))) (@S (NP (PRP it)) (VP (VBZ becomes) (ADJP (RB financially) (@ADJP (JJ viable) (S (VP (TO to) (VP (@VP (@VP (VB develop) (CC and)) (VB manufacture)) (NP (JJ purpose-built) (@NP (JJ electric) (NNS cars))))))))))) (@S (, ,) (@S ('' ') (@S (@S (VP (VBZ says)) (NP (NN panizza))) (. .)))))))
1	0	'ordinary ' cars such as cinquecento or peugeot <num> are not ideal for adaptation .	(ROOT (S (NP (NP (`` `) (@NP (JJ ordinary) (@NP ('' ') (NNS cars)))) (PP (JJ such) (@PP (IN as) (NP (NN cinquecento) (@NP (CC or) (@NP (NN peugeot) (NN <num>))))))) (@S (VP (@VP (VBP are) (RB not)) (ADJP (JJ ideal) (PP (IN for) (NP (NN adaptation))))) (. .))))
1	0	it is that contribution , notably the overseas shipment in recent years of seven out of every <num> cars that peugeot talbot produces at its ryton plant near coventry , which has led to its receipt of the queen 's award for exporting .	(ROOT (S (NP (PRP it)) (@S (VP (VBZ is) (SBAR (IN that) (S (NP (@NP (@NP (NP (NN contribution)) (, ,)) (RB notably)) (NP (@NP (NP (DT the) (@NP (JJ overseas) (NN shipment))) (PP (IN in) (NP (@NP (NP (JJ recent) (NNS years)) (PP (IN of) (ADVP (NP (CD seven)) (IN out)))) (PP (IN of) (NP (DT every) (@NP (NN <num>) (NNS cars))))))) (SBAR (WHNP (WDT that)) (S (VP (VBP peugeot) (NP (NN talbot))))))) (VP (VBZ produces) (PP (IN at) (NP (NP (PRP$ its) (@NP (NN ryton) (NN plant))) (PP (IN near) (NP (@NP (NP (NN coventry)) (, ,)) (SBAR (WHNP (WDT which)) (S (VP (VBZ has) (VP (@VP (VBN led) (PP (TO to) (NP (NP (PRP$ its) (NN receipt)) (PP (IN of) (NP (NP (DT the) (@NP (NN queen) (POS 's))) (NN award)))))) (PP (IN for) (NP (VBG exporting))))))))))))))) (. .))))
1	0	along the way , and partly as a reflection of its colourful , varied and sometimes troubled past , peugeot talbot has developed markets for its cars and parts not just in france and other ec states , but in australasia , south-east asia , africa and pakistan .	(ROOT (S (PP (@PP (@PP (PP (IN along) (NP (DT the) (NN way))) (, ,)) (CC and)) (PP (ADVP (RB partly)) (@PP (IN as) (NP (NP (DT a) (NN reflection)) (PP (IN of) (NP (PRP$ its) (@NP (ADJP (@ADJP (@ADJP (@ADJP (ADJP (JJ colourful)) (, ,)) (ADJP (JJ varied))) (CC and)) (ADJP (RB sometimes) (JJ troubled))) (NN past)))))))) (@S (, ,) (@S (NP (NN peugeot) (NN talbot)) (@S (VP (VBZ has) (VP (@VP (VBN developed) (NP (NP (NNS markets)) (PP (IN for) (NP (PRP$ its) (@NP (@NP (NNS cars) (CC and)) (NNS parts)))))) (PP (CONJP (RB not) (RB just)) (@PP (@PP (@PP (PP (IN in) (NP (NN france) (@NP (CC and) (@NP (JJ other) (@NP (JJ ec) (NNS states)))))) (, ,)) (CC but)) (PP (IN in) (NP (@NP (@NP (@NP (@NP (@NP (NP (NN australasia)) (, ,)) (NP (JJ south-east) (NNS asia))) (, ,)) (NP (NN africa))) (CC and)) (NP (NN pakistan)))))))) (. .))))))
